Distancia 0 mm ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
4:28:58 p. m.,0.07,0.04,2.87,,4:30:31 p. m.,0.06,0.05,2.98,,4:32:06 p. m.,0.07,0.04,2.89,,4:34:29 p. m.,0.07,0.05,2.9,,4:36:04 p. m.,0.06,0.03,2.88,,0.0675,0.048,2.334,,,,4:40:37 p. m.,0,0,,4:40:37 p. m.,0,0,,4:40:37 p. m.,0,0,,4:39:15 p. m.,0,0,,4:37:38 p. m.,0,0,,0,0,,0,0,,
4:29:00 p. m.,0.26,0.11,2.17,,4:30:33 p. m.,0.25,0.11,2.18,,4:32:08 p. m.,0.25,0.1,2.12,,4:34:31 p. m.,0.26,0.11,2.14,,4:36:06 p. m.,0.25,0.1,2.15,,0.255,0.136,1.742,,,,4:40:38 p. m.,0,0,,4:40:38 p. m.,0,0,,4:40:38 p. m.,0,0,,4:39:16 p. m.,0,0,,4:37:39 p. m.,0,0,,0,0,,0,0,,
4:29:02 p. m.,0.44,0.16,1.77,,4:30:34 p. m.,0.43,0.17,1.68,,4:32:09 p. m.,0.44,0.15,1.73,,4:34:32 p. m.,0.45,0.16,1.76,,4:36:07 p. m.,0.43,0.15,1.71,,0.44,0.214,1.418,,,,4:40:39 p. m.,0,0,,4:40:39 p. m.,0,0,,4:40:39 p. m.,0,0,,4:39:17 p. m.,0,0,,4:37:41 p. m.,0,0,,0,0,,0,0,,
4:29:03 p. m.,0.62,0.21,2.28,,4:30:36 p. m.,0.62,0.22,2.28,,4:32:11 p. m.,0.62,0.2,2.25,,4:34:34 p. m.,0.63,0.21,2.28,,4:36:09 p. m.,0.61,0.2,2.31,,0.6225,0.29,1.858,,,,4:40:41 p. m.,0,0,,4:40:41 p. m.,0,0,,4:40:41 p. m.,0,0,,4:39:19 p. m.,0,0,,4:37:42 p. m.,0,0,,0,0,,0,0,,
4:29:05 p. m.,0.81,0.28,3,,4:30:38 p. m.,0.8,0.28,2.93,,4:32:13 p. m.,0.8,0.27,2.95,,4:34:36 p. m.,0.81,0.27,2.88,,4:36:11 p. m.,0.79,0.26,2.9,,0.805,0.378,2.404,,,,4:40:42 p. m.,0,0,,4:40:42 p. m.,0,0,,4:40:42 p. m.,0,0,,4:39:20 p. m.,0,0,,4:37:44 p. m.,0,0,,0,0,,0,0,,
4:29:07 p. m.,0.99,0.34,2.76,,4:30:40 p. m.,0.98,0.35,2.67,,4:32:15 p. m.,0.98,0.33,2.75,,4:34:38 p. m.,0.99,0.34,2.69,,4:36:13 p. m.,0.97,0.32,2.66,,0.985,0.466,2.238,,,,4:40:44 p. m.,0,0,,4:40:44 p. m.,0,0,,4:40:44 p. m.,0,0,,4:39:22 p. m.,0,0,,4:37:45 p. m.,0,0,,0,0,,0,0,,
4:29:09 p. m.,1.17,0.4,2,,4:30:42 p. m.,1.16,0.41,1.9,,4:32:16 p. m.,1.16,0.39,1.97,,4:34:40 p. m.,1.17,0.4,1.91,,4:36:14 p. m.,1.15,0.38,1.88,,1.165,0.55,1.632,,,,4:40:45 p. m.,0,0,,4:40:45 p. m.,0,0,,4:40:45 p. m.,0,0,,4:39:23 p. m.,0,0,,4:37:47 p. m.,0,0,,0,0,,0,0,,
4:29:11 p. m.,1.34,0.45,1.9,,4:30:43 p. m.,1.33,0.45,1.88,,4:32:18 p. m.,1.33,0.44,1.87,,4:34:41 p. m.,1.34,0.44,1.86,,4:36:16 p. m.,1.32,0.43,1.81,,1.335,0.62,1.588,,,,4:40:47 p. m.,0,0,,4:40:47 p. m.,0,0,,4:40:47 p. m.,0,0,,4:39:25 p. m.,0,0,,4:37:48 p. m.,0,0,,0,0,,0,0,,
4:29:12 p. m.,1.52,0.5,2.53,,4:30:45 p. m.,1.51,0.51,2.51,,4:32:20 p. m.,1.51,0.5,2.48,,4:34:43 p. m.,1.52,0.49,2.54,,4:36:18 p. m.,1.5,0.48,2.54,,1.515,0.7,2.108,,,,4:40:48 p. m.,0,0,,4:40:48 p. m.,0,0,,4:40:48 p. m.,0,0,,4:39:26 p. m.,0,0,,4:37:50 p. m.,0,0,,0,0,,0,0,,
4:29:14 p. m.,1.7,0.57,3.03,,4:30:47 p. m.,1.69,0.57,2.91,,4:32:22 p. m.,1.69,0.56,2.91,,4:34:45 p. m.,1.7,0.56,3.06,,4:36:20 p. m.,1.68,0.54,3.05,,1.695,0.788,2.49,,,,4:40:50 p. m.,0,0,,4:40:50 p. m.,0,0,,4:40:50 p. m.,0,0,,4:39:28 p. m.,0,0,,4:37:51 p. m.,0,0,,0,0,,0,0,,
4:29:16 p. m.,1.88,0.63,2.62,,4:30:49 p. m.,1.87,0.63,2.58,,4:32:24 p. m.,1.86,0.62,2.58,,4:34:47 p. m.,1.88,0.62,2.59,,4:36:21 p. m.,1.85,0.6,2.6,,1.8725,0.87,2.194,,,,4:40:51 p. m.,0,0,,4:40:51 p. m.,0,0,,4:40:51 p. m.,0,0,,4:39:29 p. m.,0,0,,4:37:52 p. m.,0,0,,0,0,,0,0,,
4:29:18 p. m.,2.06,0.68,1.88,,4:30:50 p. m.,2.04,0.68,1.88,,4:32:25 p. m.,2.04,0.68,1.87,,4:34:48 p. m.,2.05,0.67,1.82,,4:36:23 p. m.,2.03,0.65,1.84,,2.0475,0.948,1.62,,,,4:40:53 p. m.,0,0,,4:40:53 p. m.,0,0,,4:40:53 p. m.,0,0,,4:39:31 p. m.,0,0,,4:37:54 p. m.,0,0,,0,0,,0,0,,
4:29:19 p. m.,2.23,0.73,2.11,,4:30:52 p. m.,2.21,0.73,2.13,,4:32:27 p. m.,2.21,0.72,2.08,,4:34:50 p. m.,2.23,0.72,2.15,,4:36:25 p. m.,2.2,0.7,2.09,,2.22,1.02,1.834,,,,4:40:54 p. m.,0,0,,4:40:54 p. m.,0,0,,4:40:54 p. m.,0,0,,4:39:32 p. m.,0,0,,4:37:55 p. m.,0,0,,0,0,,0,0,,
4:29:21 p. m.,2.41,0.79,2.81,,4:30:54 p. m.,2.39,0.79,2.8,,4:32:29 p. m.,2.39,0.78,2.86,,4:34:52 p. m.,2.4,0.77,2.8,,4:36:27 p. m.,2.37,0.75,2.79,,2.3975,1.1,2.404,,,,4:40:55 p. m.,0,0,,4:40:55 p. m.,0,0,,4:40:55 p. m.,0,0,,4:39:33 p. m.,0,0,,4:37:57 p. m.,0,0,,0,0,,0,0,,
4:29:23 p. m.,2.58,0.86,3.12,,4:30:56 p. m.,2.56,0.85,3.04,,4:32:31 p. m.,2.56,0.85,3.09,,4:34:54 p. m.,2.58,0.83,2.99,,4:36:29 p. m.,2.55,0.82,3.04,,2.57,1.188,2.612,,,,4:40:57 p. m.,0,0,,4:40:57 p. m.,0,0,,4:40:57 p. m.,0,0,,4:39:35 p. m.,0,0,,4:37:58 p. m.,0,0,,0,0,,0,0,,
4:29:25 p. m.,2.76,0.92,2.54,,4:30:57 p. m.,2.73,0.91,2.5,,4:32:32 p. m.,2.73,0.91,2.52,,4:34:55 p. m.,2.75,0.89,2.47,,4:36:30 p. m.,2.72,0.87,2.47,,2.7425,1.27,2.18,,,,4:40:58 p. m.,0,0,,4:40:58 p. m.,0,0,,4:40:58 p. m.,0,0,,4:39:36 p. m.,0,0,,4:38:00 p. m.,0,0,,0,0,,0,0,,
4:29:26 p. m.,2.93,0.97,1.97,,4:30:59 p. m.,2.9,0.96,2.02,,4:32:34 p. m.,2.9,0.96,1.93,,4:34:57 p. m.,2.92,0.94,1.93,,4:36:32 p. m.,2.89,0.92,1.93,,2.9125,1.344,1.754,,,,4:41:00 p. m.,0,0,,4:41:00 p. m.,0,0,,4:41:00 p. m.,0,0,,4:39:38 p. m.,0,0,,4:38:01 p. m.,0,0,,0,0,,0,0,,
4:29:28 p. m.,3.1,1.02,2.39,,4:31:01 p. m.,3.08,1.01,2.37,,4:32:36 p. m.,3.07,1.01,2.37,,4:34:59 p. m.,3.09,0.99,2.34,,4:36:34 p. m.,3.06,0.97,2.36,,3.085,1.418,2.088,,,,4:41:01 p. m.,0,0,,4:41:01 p. m.,0,0,,4:41:01 p. m.,0,0,,4:39:39 p. m.,0,0,,4:38:03 p. m.,0,0,,0,0,,0,0,,
4:29:30 p. m.,3.27,1.08,3.18,,4:31:03 p. m.,3.25,1.07,3.16,,4:32:38 p. m.,3.25,1.07,3.14,,4:35:01 p. m.,3.26,1.05,3.15,,4:36:36 p. m.,3.23,1.03,3.1,,3.2575,1.5,2.732,,,,4:41:03 p. m.,0,0,,4:41:03 p. m.,0,0,,4:41:03 p. m.,0,0,,4:39:41 p. m.,0,0,,4:38:04 p. m.,0,0,,0,0,,0,0,,
4:29:32 p. m.,3.45,1.14,2.88,,4:31:05 p. m.,3.42,1.13,2.97,,4:32:39 p. m.,3.42,1.13,3,,4:35:03 p. m.,3.43,1.11,2.92,,4:36:37 p. m.,3.4,1.09,3.01,,3.43,1.582,2.572,,,,4:41:04 p. m.,0,0,,4:41:04 p. m.,0,0,,4:41:04 p. m.,0,0,,4:39:42 p. m.,0,0,,4:38:06 p. m.,0,0,,0,0,,0,0,,
4:29:34 p. m.,3.62,1.2,2.29,,4:31:06 p. m.,3.59,1.19,2.42,,4:32:41 p. m.,3.59,1.19,2.42,,4:35:04 p. m.,3.6,1.16,2.29,,4:36:39 p. m.,3.57,1.15,2.38,,3.6,1.662,2.114,,,,4:41:06 p. m.,0,0,,4:41:06 p. m.,0,0,,4:41:06 p. m.,0,0,,4:39:44 p. m.,0,0,,4:38:07 p. m.,0,0,,0,0,,0,0,,
4:29:35 p. m.,3.78,1.25,2.12,,4:31:08 p. m.,3.75,1.24,2.07,,4:32:43 p. m.,3.75,1.24,2.03,,4:35:06 p. m.,3.77,1.21,2.07,,4:36:41 p. m.,3.73,1.19,2.06,,3.7625,1.734,1.896,,,,4:41:07 p. m.,0,0,,4:41:07 p. m.,0,0,,4:41:07 p. m.,0,0,,4:39:45 p. m.,0,0,,4:38:08 p. m.,0,0,,0,0,,0,0,,
4:29:37 p. m.,3.96,1.3,2.71,,4:31:10 p. m.,3.93,1.29,2.64,,4:32:45 p. m.,3.92,1.29,2.66,,4:35:08 p. m.,3.94,1.26,2.6,,4:36:43 p. m.,3.9,1.24,2.64,,3.9375,1.808,2.37,,,,4:41:09 p. m.,0,0,,4:41:09 p. m.,0,0,,4:41:09 p. m.,0,0,,4:39:47 p. m.,0,0,,4:38:10 p. m.,0,0,,0,0,,0,0,,
4:29:39 p. m.,4.13,1.36,3.26,,4:31:12 p. m.,4.1,1.35,3.14,,4:32:47 p. m.,4.1,1.35,3.13,,4:35:10 p. m.,4.11,1.32,3.18,,4:36:44 p. m.,4.07,1.3,3.2,,4.11,1.89,2.802,,,,4:41:10 p. m.,0,0,,4:41:10 p. m.,0,0,,4:41:10 p. m.,0,0,,4:39:48 p. m.,0,0,,4:38:11 p. m.,0,0,,0,0,,0,0,,
4:29:41 p. m.,4.3,1.42,2.93,,4:31:13 p. m.,4.26,1.41,2.91,,4:32:48 p. m.,4.26,1.42,2.89,,4:35:11 p. m.,4.28,1.38,2.86,,4:36:46 p. m.,4.24,1.36,2.9,,4.275,1.974,2.59,,,,4:41:12 p. m.,0,0,,4:41:12 p. m.,0,0,,4:41:12 p. m.,0,0,,4:39:50 p. m.,0,0,,4:38:13 p. m.,0,0,,0,0,,0,0,,
4:29:42 p. m.,4.46,1.48,2.24,,4:31:15 p. m.,4.43,1.46,2.29,,4:32:50 p. m.,4.43,1.47,2.25,,4:35:13 p. m.,4.44,1.43,2.21,,4:36:48 p. m.,4.4,1.41,2.16,,4.44,2.048,2.08,,,,4:41:13 p. m.,0,0,,4:41:13 p. m.,0,0,,4:41:13 p. m.,0,0,,4:39:51 p. m.,0,0,,4:38:14 p. m.,0,0,,0,0,,0,0,,
4:29:44 p. m.,4.63,1.53,2.43,,4:31:17 p. m.,4.6,1.51,2.3,,4:32:52 p. m.,4.59,1.52,2.37,,4:35:15 p. m.,4.61,1.48,2.34,,4:36:50 p. m.,4.57,1.46,2.36,,4.6075,2.122,2.18,,,,4:41:14 p. m.,0,0,,4:41:14 p. m.,0,0,,4:41:14 p. m.,0,0,,4:39:52 p. m.,0,0,,4:38:16 p. m.,0,0,,0,0,,0,0,,
4:29:46 p. m.,4.8,1.58,2.9,,4:31:19 p. m.,4.76,1.56,3.12,,4:32:54 p. m.,4.76,1.57,2.89,,4:35:17 p. m.,4.78,1.53,2.89,,4:36:52 p. m.,4.74,1.51,2.94,,4.775,2.196,2.662,,,,4:41:16 p. m.,0,0,,4:41:16 p. m.,0,0,,4:41:16 p. m.,0,0,,4:39:54 p. m.,0,0,,4:38:19 p. m.,0,0,,0,0,,0,0,,
4:29:48 p. m.,4.97,1.64,3.3,,4:31:20 p. m.,4.93,1.63,3.44,,4:32:55 p. m.,4.93,1.64,3.3,,4:35:18 p. m.,4.94,1.59,3.27,,4:36:53 p. m.,4.9,1.57,3.28,,4.9425,2.28,2.976,,,,4:41:17 p. m.,0,0,,4:41:17 p. m.,0,0,,4:41:17 p. m.,0,0,,4:39:55 p. m.,0,0,,4:38:19 p. m.,0,0,,0,0,,0,0,,
4:29:49 p. m.,5,1.71,2.94,,4:31:22 p. m.,5,1.69,2.94,,4:32:57 p. m.,5,1.7,2.95,,4:35:20 p. m.,5,1.65,2.86,,4:36:55 p. m.,5,1.63,2.88,,5,2.35,2.664,,,,4:41:19 p. m.,0,0,,4:41:19 p. m.,0,0,,4:41:19 p. m.,0,0,,4:39:57 p. m.,0,0,,4:38:20 p. m.,0,0,,0,0,,0,0,,
4:29:51 p. m.,5,1.76,2.31,,4:31:24 p. m.,5,1.74,2.3,,4:32:59 p. m.,5,1.75,2.31,,4:35:22 p. m.,5,1.7,2.27,,4:36:57 p. m.,5,1.68,2.24,,5,2.39,2.174,,,,4:41:20 p. m.,0,0,,4:41:20 p. m.,0,0,,4:41:20 p. m.,0,0,,4:39:58 p. m.,0,0,,4:38:22 p. m.,0,0,,0,0,,0,0,,
4:29:56 p. m.,5,1.81,2.62,,4:31:26 p. m.,5,1.79,2.66,,4:33:01 p. m.,5,1.8,2.61,,4:35:24 p. m.,5,1.75,2.64,,4:36:59 p. m.,5,1.73,2.64,,5,2.43,2.452,,,,4:41:22 p. m.,0,0,,4:41:22 p. m.,0,0,,4:41:22 p. m.,0,0,,4:40:00 p. m.,0,0,,4:38:23 p. m.,0,0,,0,0,,0,0,,
4:29:56 p. m.,5,1.86,3.33,,4:31:27 p. m.,5,1.84,3.34,,4:33:02 p. m.,5,1.86,3.28,,4:35:26 p. m.,5,1.8,3.38,,4:37:00 p. m.,5,1.79,3.4,,5,2.472,3.024,,,,4:41:23 p. m.,0,0,,4:41:23 p. m.,0,0,,4:41:23 p. m.,0,0,,4:40:01 p. m.,0,0,,4:38:25 p. m.,0,0,,0,0,,0,0,,
4:29:56 p. m.,5,1.93,3.37,,4:31:29 p. m.,5,1.91,3.34,,4:33:04 p. m.,5,1.92,3.43,,4:35:27 p. m.,5,1.87,3.28,,4:37:02 p. m.,5,1.85,3.3,,5,2.526,3.054,,,,4:41:25 p. m.,0,0,,4:41:25 p. m.,0,0,,4:41:25 p. m.,0,0,,4:40:03 p. m.,0,0,,4:38:26 p. m.,0,0,,0,0,,0,0,,
4:29:58 p. m.,5,1.99,2.72,,4:31:31 p. m.,5,1.96,2.76,,4:33:06 p. m.,5,1.98,2.73,,4:35:29 p. m.,5,1.92,2.73,,4:37:04 p. m.,5,1.9,2.72,,5,2.57,2.568,,,,4:41:26 p. m.,0,0,,4:41:26 p. m.,0,0,,4:41:26 p. m.,0,0,,4:40:04 p. m.,0,0,,4:38:27 p. m.,0,0,,0,0,,0,0,,
4:30:00 p. m.,5,2.04,2.4,,4:31:33 p. m.,5,2.01,2.41,,4:33:08 p. m.,5,2.03,2.4,,4:35:31 p. m.,5,1.97,2.4,,4:37:06 p. m.,5,1.95,2.39,,5,2.61,2.312,,,,4:41:28 p. m.,0,0,,4:41:28 p. m.,0,0,,4:41:28 p. m.,0,0,,4:40:06 p. m.,0,0,,4:38:29 p. m.,0,0,,0,0,,0,0,,
4:30:02 p. m.,5,2.09,2.95,,4:31:35 p. m.,5,2.06,2.82,,4:33:10 p. m.,5,2.08,2.92,,4:35:33 p. m.,5,2.02,2.81,,4:37:07 p. m.,5,2,2.84,,5,2.65,2.7,,,,4:41:29 p. m.,0,0,,4:41:29 p. m.,0,0,,4:41:29 p. m.,0,0,,4:40:07 p. m.,0,0,,4:38:30 p. m.,0,0,,0,0,,0,0,,
4:30:04 p. m.,5,2.15,3.38,,4:31:36 p. m.,5,2.12,3.4,,4:33:11 p. m.,5,2.14,3.47,,4:35:34 p. m.,5,2.08,3.47,,4:37:09 p. m.,5,2.06,3.51,,5,2.698,3.156,,,,4:41:31 p. m.,0,0,,4:41:31 p. m.,0,0,,4:41:31 p. m.,0,0,,4:40:09 p. m.,0,0,,4:38:32 p. m.,0,0,,0,0,,0,0,,
4:30:05 p. m.,5,2.21,3.28,,4:31:38 p. m.,5,2.18,3.26,,4:33:13 p. m.,5,2.2,3.3,,4:35:36 p. m.,5,2.14,3.22,,4:37:11 p. m.,5,2.12,3.24,,5,2.746,3.036,,,,4:41:32 p. m.,0,0,,4:41:32 p. m.,0,0,,4:41:32 p. m.,0,0,,4:40:10 p. m.,0,0,,4:38:33 p. m.,0,0,,0,0,,0,0,,
4:30:07 p. m.,5,2.27,2.7,,4:31:40 p. m.,5,2.24,2.66,,4:33:15 p. m.,5,2.26,2.61,,4:35:38 p. m.,5,2.19,2.56,,4:37:13 p. m.,5,2.17,2.58,,5,2.792,2.54,,,,4:41:33 p. m.,0,0,,4:41:33 p. m.,0,0,,4:41:33 p. m.,0,0,,4:40:11 p. m.,0,0,,4:38:35 p. m.,0,0,,0,0,,0,0,,
4:30:09 p. m.,5,2.31,2.57,,4:31:42 p. m.,5,2.28,2.55,,4:33:17 p. m.,5,2.31,2.54,,4:35:40 p. m.,5,2.24,2.53,,4:37:15 p. m.,5,2.22,2.5,,5,2.828,2.482,,,,4:41:35 p. m.,0,0,,4:41:35 p. m.,0,0,,4:41:35 p. m.,0,0,,4:40:13 p. m.,0,0,,4:38:36 p. m.,0,0,,0,0,,0,0,,
4:30:11 p. m.,5,2.36,2.53,,4:31:43 p. m.,5,2.33,2.51,,4:33:18 p. m.,5,2.35,2.52,,4:35:41 p. m.,5,2.28,2.49,,4:37:16 p. m.,5,2.26,2.48,,5,2.864,2.462,,,,4:41:36 p. m.,0,0,,4:41:36 p. m.,0,0,,4:41:36 p. m.,0,0,,4:40:14 p. m.,0,0,,4:38:38 p. m.,0,0,,0,0,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,3.306428571,1.620714286,2.335619048,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distancia 10 mm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
4:54:48 p. m.,0.02,0,2.76,,4:52:06 p. m.,0.02,0,2.78,,4:50:31 p. m.,0.03,0,2.8,,4:48:59 p. m.,0.02,0,2.77,,4:47:20 p. m.,0.04,0.04,2.83,,0.0225,0.008,2.23,,,,4:45:09 p. m.,0,0,,4:45:09 p. m.,0,0,,4:45:09 p. m.,0,0,,4:45:09 p. m.,0,0,,4:43:48 p. m.,0,0,,0,0,,0,0,,
4:54:50 p. m.,0.09,0.01,2.14,,4:52:08 p. m.,0.09,0.01,2.16,,4:50:32 p. m.,0.09,0.01,2.11,,4:49:01 p. m.,0.08,0.01,2.11,,4:47:22 p. m.,0.11,0.05,2.12,,0.0875,0.03,1.714,,,,4:45:11 p. m.,0,0,,4:45:11 p. m.,0,0,,4:45:11 p. m.,0,0,,4:45:11 p. m.,0,0,,4:43:50 p. m.,0,0,,0,0,,0,0,,
4:54:52 p. m.,0.16,0.02,1.81,,4:52:09 p. m.,0.15,0.02,1.78,,4:50:34 p. m.,0.16,0.02,1.73,,4:49:03 p. m.,0.15,0.02,1.68,,4:47:24 p. m.,0.17,0.07,1.7,,0.155,0.05,1.414,,,,4:45:12 p. m.,0,0,,4:45:12 p. m.,0,0,,4:45:12 p. m.,0,0,,4:45:12 p. m.,0,0,,4:43:51 p. m.,0,0,,0,0,,0,0,,
4:54:54 p. m.,0.22,0.03,2.29,,4:52:11 p. m.,0.22,0.03,2.24,,4:50:36 p. m.,0.22,0.03,2.26,,4:49:05 p. m.,0.21,0.04,2.14,,4:47:26 p. m.,0.24,0.08,2.19,,0.2175,0.074,1.802,,,,4:45:14 p. m.,0,0,,4:45:14 p. m.,0,0,,4:45:14 p. m.,0,0,,4:45:14 p. m.,0,0,,4:43:53 p. m.,0,0,,0,0,,0,0,,
4:54:55 p. m.,0.29,0.04,2.74,,4:52:13 p. m.,0.28,0.05,2.87,,4:50:38 p. m.,0.29,0.05,2.79,,4:49:07 p. m.,0.28,0.05,2.83,,4:47:27 p. m.,0.31,0.1,2.78,,0.285,0.1,2.266,,,,4:45:15 p. m.,0,0,,4:45:15 p. m.,0,0,,4:45:15 p. m.,0,0,,4:45:15 p. m.,0,0,,4:43:54 p. m.,0,0,,0,0,,0,0,,
4:54:57 p. m.,0.35,0.06,2.59,,4:52:15 p. m.,0.34,0.06,2.65,,4:50:40 p. m.,0.35,0.06,2.63,,4:49:08 p. m.,0.34,0.06,2.7,,4:47:29 p. m.,0.37,0.11,2.78,,0.345,0.122,2.136,,,,4:45:17 p. m.,0,0,,4:45:17 p. m.,0,0,,4:45:17 p. m.,0,0,,4:45:17 p. m.,0,0,,4:43:55 p. m.,0,0,,0,0,,0,0,,
4:54:59 p. m.,0.41,0.07,1.87,,4:52:16 p. m.,0.41,0.07,1.97,,4:50:41 p. m.,0.41,0.07,1.91,,4:49:10 p. m.,0.4,0.07,1.95,,4:47:36 p. m.,0.44,0.13,1.96,,0.4075,0.144,1.566,,,,4:45:18 p. m.,0,0,,4:45:18 p. m.,0,0,,4:45:18 p. m.,0,0,,4:45:18 p. m.,0,0,,4:43:57 p. m.,0,0,,0,0,,0,0,,
4:55:01 p. m.,0.48,0.08,1.86,,4:52:18 p. m.,0.47,0.08,1.89,,4:50:43 p. m.,0.47,0.08,1.77,,4:49:12 p. m.,0.46,0.08,1.71,,4:47:36 p. m.,0.5,0.14,1.73,,0.47,0.164,1.474,,,,4:45:20 p. m.,0,0,,4:45:20 p. m.,0,0,,4:45:20 p. m.,0,0,,4:45:20 p. m.,0,0,,4:43:58 p. m.,0,0,,0,0,,0,0,,
4:55:03 p. m.,0.54,0.09,2.46,,4:52:20 p. m.,0.53,0.09,2.34,,4:50:45 p. m.,0.54,0.09,2.49,,4:49:14 p. m.,0.53,0.1,2.4,,4:47:36 p. m.,0.57,0.15,2.47,,0.535,0.188,1.968,,,,4:45:21 p. m.,0,0,,4:45:21 p. m.,0,0,,4:45:21 p. m.,0,0,,4:45:21 p. m.,0,0,,4:44:00 p. m.,0,0,,0,0,,0,0,,
4:55:04 p. m.,0.6,0.1,2.87,,4:52:22 p. m.,0.59,0.1,2.75,,4:50:47 p. m.,0.6,0.1,2.84,,4:49:15 p. m.,0.59,0.11,2.79,,4:47:36 p. m.,0.63,0.17,2.8,,0.595,0.208,2.284,,,,4:45:22 p. m.,0,0,,4:45:22 p. m.,0,0,,4:45:22 p. m.,0,0,,4:45:22 p. m.,0,0,,4:44:01 p. m.,0,0,,0,0,,0,0,,
4:55:06 p. m.,0.66,0.11,2.46,,4:52:23 p. m.,0.65,0.12,2.51,,4:50:48 p. m.,0.66,0.12,2.53,,4:49:17 p. m.,0.65,0.12,2.37,,4:47:38 p. m.,0.69,0.18,2.44,,0.655,0.232,2.01,,,,4:45:24 p. m.,0,0,,4:45:24 p. m.,0,0,,4:45:24 p. m.,0,0,,4:45:24 p. m.,0,0,,4:44:03 p. m.,0,0,,0,0,,0,0,,
4:55:08 p. m.,0.72,0.12,1.77,,4:52:25 p. m.,0.71,0.13,1.82,,4:50:50 p. m.,0.72,0.13,1.8,,4:49:19 p. m.,0.71,0.13,1.74,,4:47:40 p. m.,0.75,0.19,1.75,,0.715,0.252,1.464,,,,4:45:25 p. m.,0,0,,4:45:25 p. m.,0,0,,4:45:25 p. m.,0,0,,4:45:25 p. m.,0,0,,4:44:04 p. m.,0,0,,0,0,,0,0,,
4:55:10 p. m.,0.79,0.13,2.08,,4:52:27 p. m.,0.78,0.14,2.04,,4:50:52 p. m.,0.78,0.14,2.01,,4:49:21 p. m.,0.77,0.14,1.9,,4:47:42 p. m.,0.82,0.2,1.91,,0.78,0.274,1.646,,,,4:45:27 p. m.,0,0,,4:45:27 p. m.,0,0,,4:45:27 p. m.,0,0,,4:45:27 p. m.,0,0,,4:44:06 p. m.,0,0,,0,0,,0,0,,
