Distancia 0 mm ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
4:55:11 p. m.,0.85,0.14,2.64,,4:52:29 p. m.,0.84,0.15,2.73,,4:50:54 p. m.,0.84,0.15,2.65,,4:49:22 p. m.,0.83,0.16,2.63,,4:47:43 p. m.,0.88,0.22,2.64,,0.84,0.296,2.174,,,,4:45:28 p. m.,0,0,,4:45:28 p. m.,0,0,,4:45:28 p. m.,0,0,,4:45:28 p. m.,0,0,,4:44:07 p. m.,0,0,,0,0,,0,0,,
4:55:13 p. m.,0.91,0.16,2.77,,4:52:31 p. m.,0.9,0.16,2.85,,4:50:55 p. m.,0.9,0.16,2.8,,4:49:24 p. m.,0.9,0.17,2.84,,4:47:45 p. m.,0.94,0.23,2.79,,0.9025,0.318,2.298,,,,4:45:30 p. m.,0,0,,4:45:30 p. m.,0,0,,4:45:30 p. m.,0,0,,4:45:30 p. m.,0,0,,4:44:09 p. m.,0,0,,0,0,,0,0,,
4:55:15 p. m.,0.97,0.17,2.29,,4:52:32 p. m.,0.96,0.17,2.32,,4:50:57 p. m.,0.96,0.17,2.32,,4:49:26 p. m.,0.96,0.18,2.27,,4:47:47 p. m.,1,0.24,2.27,,0.9625,0.338,1.888,,,,4:45:31 p. m.,0,0,,4:45:31 p. m.,0,0,,4:45:31 p. m.,0,0,,4:45:31 p. m.,0,0,,4:44:10 p. m.,0,0,,0,0,,0,0,,
4:55:17 p. m.,1.03,0.18,1.82,,4:52:34 p. m.,1.02,0.18,1.82,,4:50:59 p. m.,1.02,0.19,1.86,,4:49:28 p. m.,1.02,0.19,1.72,,4:47:49 p. m.,1.06,0.25,1.77,,1.0225,0.36,1.494,,,,4:45:33 p. m.,0,0,,4:45:33 p. m.,0,0,,4:45:33 p. m.,0,0,,4:45:33 p. m.,0,0,,4:44:11 p. m.,0,0,,0,0,,0,0,,
4:55:18 p. m.,1.09,0.19,2.17,,4:52:36 p. m.,1.08,0.19,2.18,,4:51:01 p. m.,1.09,0.19,2.2,,4:49:30 p. m.,1.08,0.2,2.12,,4:47:50 p. m.,1.13,0.26,2.14,,1.085,0.38,1.786,,,,4:45:34 p. m.,0,0,,4:45:34 p. m.,0,0,,4:45:34 p. m.,0,0,,4:45:34 p. m.,0,0,,4:44:13 p. m.,0,0,,0,0,,0,0,,
4:55:20 p. m.,1.15,0.2,2.84,,4:52:38 p. m.,1.14,0.2,2.89,,4:51:03 p. m.,1.15,0.21,2.85,,4:49:31 p. m.,1.14,0.21,2.89,,4:47:52 p. m.,1.19,0.28,2.91,,1.145,0.402,2.35,,,,4:45:36 p. m.,0,0,,4:45:36 p. m.,0,0,,4:45:36 p. m.,0,0,,4:45:36 p. m.,0,0,,4:44:14 p. m.,0,0,,0,0,,0,0,,
4:55:22 p. m.,1.21,0.21,2.66,,4:52:39 p. m.,1.2,0.22,2.64,,4:51:04 p. m.,1.21,0.22,2.67,,4:49:33 p. m.,1.2,0.23,2.61,,4:47:54 p. m.,1.25,0.29,2.6,,1.205,0.426,2.174,,,,4:45:37 p. m.,0,0,,4:45:37 p. m.,0,0,,4:45:37 p. m.,0,0,,4:45:37 p. m.,0,0,,4:44:16 p. m.,0,0,,0,0,,0,0,,
4:55:24 p. m.,1.27,0.22,2.06,,4:52:41 p. m.,1.26,0.23,2.09,,4:51:06 p. m.,1.27,0.23,2.07,,4:49:35 p. m.,1.26,0.24,1.95,,4:47:56 p. m.,1.31,0.3,2.05,,1.265,0.446,1.694,,,,4:45:38 p. m.,0,0,,4:45:38 p. m.,0,0,,4:45:38 p. m.,0,0,,4:45:38 p. m.,0,0,,4:44:17 p. m.,0,0,,0,0,,0,0,,
4:55:26 p. m.,1.33,0.23,1.81,,4:52:43 p. m.,1.32,0.24,1.87,,4:51:08 p. m.,1.33,0.24,1.86,,4:49:37 p. m.,1.32,0.25,1.74,,4:47:57 p. m.,1.37,0.31,1.78,,1.325,0.466,1.518,,,,4:45:40 p. m.,0,0,,4:45:40 p. m.,0,0,,4:45:40 p. m.,0,0,,4:45:40 p. m.,0,0,,4:44:19 p. m.,0,0,,0,0,,0,0,,
4:55:27 p. m.,1.39,0.24,2.49,,4:52:45 p. m.,1.38,0.25,2.34,,4:51:10 p. m.,1.39,0.25,2.52,,4:49:38 p. m.,1.38,0.26,2.38,,4:47:59 p. m.,1.43,0.32,2.28,,1.385,0.486,2.01,,,,4:45:41 p. m.,0,0,,4:45:41 p. m.,0,0,,4:45:41 p. m.,0,0,,4:45:41 p. m.,0,0,,4:44:20 p. m.,0,0,,0,0,,0,0,,
4:55:29 p. m.,1.45,0.25,2.95,,4:52:46 p. m.,1.44,0.26,2.89,,4:51:11 p. m.,1.45,0.26,2.96,,4:49:40 p. m.,1.44,0.27,2.81,,4:48:01 p. m.,1.49,0.34,2.76,,1.445,0.506,2.39,,,,4:45:43 p. m.,0,0,,4:45:43 p. m.,0,0,,4:45:43 p. m.,0,0,,4:45:43 p. m.,0,0,,4:44:22 p. m.,0,0,,0,0,,0,0,,
4:55:31 p. m.,1.51,0.26,2.51,,4:52:48 p. m.,1.5,0.27,2.55,,4:51:13 p. m.,1.51,0.28,2.53,,4:49:42 p. m.,1.5,0.29,2.47,,4:48:03 p. m.,1.56,0.35,2.51,,1.505,0.532,2.082,,,,4:45:44 p. m.,0,0,,4:45:44 p. m.,0,0,,4:45:44 p. m.,0,0,,4:45:44 p. m.,0,0,,4:44:23 p. m.,0,0,,0,0,,0,0,,
4:55:33 p. m.,1.57,0.27,1.81,,4:52:50 p. m.,1.56,0.28,1.92,,4:51:15 p. m.,1.57,0.29,1.93,,4:49:44 p. m.,1.56,0.3,1.85,,4:48:05 p. m.,1.62,0.36,1.89,,1.565,0.552,1.574,,,,4:45:46 p. m.,0,0,,4:45:46 p. m.,0,0,,4:45:46 p. m.,0,0,,4:45:46 p. m.,0,0,,4:44:25 p. m.,0,0,,0,0,,0,0,,
4:55:34 p. m.,1.63,0.28,2.02,,4:52:52 p. m.,1.62,0.29,2.06,,4:51:17 p. m.,1.63,0.3,1.92,,4:49:45 p. m.,1.62,0.31,1.91,,4:48:06 p. m.,1.68,0.37,1.89,,1.625,0.572,1.656,,,,4:45:47 p. m.,0,0,,4:45:47 p. m.,0,0,,4:45:47 p. m.,0,0,,4:45:47 p. m.,0,0,,4:44:26 p. m.,0,0,,0,0,,0,0,,
4:55:36 p. m.,1.69,0.3,2.67,,4:52:54 p. m.,1.68,0.31,2.48,,4:51:18 p. m.,1.69,0.31,2.63,,4:49:47 p. m.,1.68,0.32,2.46,,4:48:08 p. m.,1.74,0.38,2.56,,1.685,0.596,2.124,,,,4:45:49 p. m.,0,0,,4:45:49 p. m.,0,0,,4:45:49 p. m.,0,0,,4:45:49 p. m.,0,0,,4:44:28 p. m.,0,0,,0,0,,0,0,,
4:55:38 p. m.,1.76,0.31,2.97,,4:52:55 p. m.,1.74,0.32,2.83,,4:51:20 p. m.,1.75,0.32,2.91,,4:49:49 p. m.,1.74,0.33,2.82,,4:48:10 p. m.,1.8,0.4,2.86,,1.7475,0.616,2.386,,,,4:45:50 p. m.,0,0,,4:45:50 p. m.,0,0,,4:45:50 p. m.,0,0,,4:45:50 p. m.,0,0,,4:44:29 p. m.,0,0,,0,0,,0,0,,
4:55:40 p. m.,1.81,0.32,2.51,,4:52:57 p. m.,1.8,0.33,2.5,,4:51:22 p. m.,1.81,0.33,2.37,,4:49:51 p. m.,1.8,0.34,2.42,,4:48:12 p. m.,1.86,0.41,2.33,,1.805,0.636,2.042,,,,4:45:52 p. m.,0,0,,4:45:52 p. m.,0,0,,4:45:52 p. m.,0,0,,4:45:52 p. m.,0,0,,4:44:30 p. m.,0,0,,0,0,,0,0,,
4:55:41 p. m.,1.87,0.33,1.87,,4:52:59 p. m.,1.86,0.34,1.85,,4:51:24 p. m.,1.87,0.34,1.88,,4:49:53 p. m.,1.86,0.35,1.75,,4:48:13 p. m.,1.92,0.42,1.81,,1.865,0.656,1.554,,,,4:45:53 p. m.,0,0,,4:45:53 p. m.,0,0,,4:45:53 p. m.,0,0,,4:45:53 p. m.,0,0,,4:44:32 p. m.,0,0,,0,0,,0,0,,
4:55:43 p. m.,1.93,0.34,2.19,,4:53:01 p. m.,1.92,0.35,2.17,,4:51:26 p. m.,1.92,0.35,2.16,,4:49:54 p. m.,1.92,0.36,2.1,,4:48:15 p. m.,1.98,0.43,2.14,,1.9225,0.676,1.81,,,,4:45:55 p. m.,0,0,,4:45:55 p. m.,0,0,,4:45:55 p. m.,0,0,,4:45:55 p. m.,0,0,,4:44:33 p. m.,0,0,,0,0,,0,0,,
4:55:45 p. m.,1.99,0.35,2.8,,4:53:02 p. m.,1.98,0.36,2.85,,4:51:27 p. m.,1.99,0.36,2.88,,4:49:56 p. m.,1.98,0.38,2.92,,4:48:17 p. m.,2.04,0.44,2.76,,1.985,0.698,2.378,,,,4:45:56 p. m.,0,0,,4:45:56 p. m.,0,0,,4:45:56 p. m.,0,0,,4:45:56 p. m.,0,0,,4:44:35 p. m.,0,0,,0,0,,0,0,,
4:55:47 p. m.,2.05,0.36,2.88,,4:53:04 p. m.,2.04,0.37,2.9,,4:51:29 p. m.,2.05,0.38,2.84,,4:49:58 p. m.,2.04,0.39,2.83,,4:48:19 p. m.,2.1,0.45,2.92,,2.045,0.72,2.38,,,,4:45:57 p. m.,0,0,,4:45:57 p. m.,0,0,,4:45:57 p. m.,0,0,,4:45:57 p. m.,0,0,,4:44:36 p. m.,0,0,,0,0,,0,0,,
4:55:49 p. m.,2.11,0.37,2.22,,4:53:06 p. m.,2.1,0.39,2.24,,4:51:31 p. m.,2.1,0.39,2.26,,4:50:00 p. m.,2.1,0.4,2.17,,4:48:20 p. m.,2.16,0.46,2.24,,2.1025,0.742,1.87,,,,4:45:59 p. m.,0,0,,4:45:59 p. m.,0,0,,4:45:59 p. m.,0,0,,4:45:59 p. m.,0,0,,4:44:38 p. m.,0,0,,0,0,,0,0,,
4:55:50 p. m.,2.17,0.38,1.9,,4:53:08 p. m.,2.16,0.4,1.87,,4:51:33 p. m.,2.16,0.4,1.89,,4:50:01 p. m.,2.16,0.41,1.8,,4:48:22 p. m.,2.22,0.47,1.84,,2.1625,0.762,1.586,,,,4:46:00 p. m.,0,0,,4:46:00 p. m.,0,0,,4:46:00 p. m.,0,0,,4:46:00 p. m.,0,0,,4:44:39 p. m.,0,0,,0,0,,0,0,,
4:55:52 p. m.,2.23,0.39,2.39,,4:53:09 p. m.,2.22,0.41,2.43,,4:51:34 p. m.,2.22,0.41,2.29,,4:50:03 p. m.,2.22,0.42,2.3,,4:48:24 p. m.,2.28,0.48,2.41,,2.2225,0.782,1.978,,,,4:46:02 p. m.,0,0,,4:46:02 p. m.,0,0,,4:46:02 p. m.,0,0,,4:46:02 p. m.,0,0,,4:44:41 p. m.,0,0,,0,0,,0,0,,
4:55:54 p. m.,2.29,0.41,2.95,,4:53:11 p. m.,2.28,0.42,2.83,,4:51:36 p. m.,2.28,0.42,2.91,,4:50:05 p. m.,2.28,0.43,2.85,,4:48:26 p. m.,2.34,0.5,2.84,,2.2825,0.804,2.408,,,,4:46:03 p. m.,0,0,,4:46:03 p. m.,0,0,,4:46:03 p. m.,0,0,,4:46:03 p. m.,0,0,,4:44:42 p. m.,0,0,,0,0,,0,0,,
4:55:56 p. m.,2.35,0.42,2.73,,4:53:13 p. m.,2.34,0.43,2.72,,4:51:38 p. m.,2.34,0.43,2.66,,4:50:07 p. m.,2.34,0.45,2.71,,4:48:28 p. m.,2.4,0.51,2.71,,2.3425,0.826,2.266,,,,4:46:05 p. m.,0,0,,4:46:05 p. m.,0,0,,4:46:05 p. m.,0,0,,4:46:05 p. m.,0,0,,4:44:44 p. m.,0,0,,0,0,,0,0,,
4:55:57 p. m.,2.41,0.43,1.99,,4:53:15 p. m.,2.39,0.44,2.1,,4:51:40 p. m.,2.4,0.44,2,,4:50:08 p. m.,2.4,0.46,2.07,,4:48:29 p. m.,2.46,0.52,2.07,,2.4,0.846,1.736,,,,4:46:06 p. m.,0,0,,4:46:06 p. m.,0,0,,4:46:06 p. m.,0,0,,4:46:06 p. m.,0,0,,4:44:45 p. m.,0,0,,0,0,,0,0,,
4:55:59 p. m.,2.47,0.44,1.93,,4:53:17 p. m.,2.45,0.45,1.99,,4:51:41 p. m.,2.46,0.45,2,,4:50:10 p. m.,2.46,0.47,1.84,,4:48:31 p. m.,2.52,0.53,1.89,,2.46,0.866,1.658,,,,4:46:08 p. m.,0,0,,4:46:08 p. m.,0,0,,4:46:08 p. m.,0,0,,4:46:08 p. m.,0,0,,4:44:47 p. m.,0,0,,0,0,,0,0,,
4:56:01 p. m.,2.52,0.45,1.89,,4:53:18 p. m.,2.51,0.46,1.92,,4:51:43 p. m.,2.52,0.46,1.91,,4:50:12 p. m.,2.52,0.48,1.8,,4:48:33 p. m.,2.57,0.54,1.83,,2.5175,0.884,1.612,,,,4:46:09 p. m.,0,0,,4:46:09 p. m.,0,0,,4:46:09 p. m.,0,0,,4:46:09 p. m.,0,0,,4:44:48 p. m.,0,0,,0,0,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.287916667,0.453238095,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distancia 20 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,HORA,LED_ROJO,LED_VERDE,LED_AZUL,,V_Rojo,V_Verde,V_Azul,,,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,HORA,Numero_bits, Error_total,,Numero Bits,Error total,,Numero Bits,Error total,,
5:05:17 p. m.,0.01,0,2.83,,5:03:43 p. m.,0.01,0,2.7,,5:01:54 p. m.,0,0,2.72,,5:00:06 p. m.,0.01,0,2.73,,4:57:26 p. m.,0.03,0,2.69,,0.012,0,2.734,,,,5:13:19 p. m.,0,0,,5:11:55 p. m.,1,2.08,,5:10:33 p. m.,0,0,,5:09:10 p. m.,0,0,,5:07:27 p. m.,0,0,,0.2,0.416,,0,0.42,,
5:05:19 p. m.,0.05,0,2.17,,5:03:45 p. m.,0.05,0,2.13,,5:01:56 p. m.,0.04,0,2.15,,5:00:07 p. m.,0.04,0,2.14,,4:57:27 p. m.,0.07,0,2.12,,0.05,0,2.142,,,,5:13:21 p. m.,0,0,,5:11:57 p. m.,0,0,,5:10:34 p. m.,0,0,,5:09:11 p. m.,0,0,,5:07:28 p. m.,1,2.08,,0.2,0.416,,0,0.42,,
5:05:21 p. m.,0.09,0.01,1.75,,5:03:47 p. m.,0.09,0.01,1.79,,5:01:58 p. m.,0.08,0,1.75,,5:00:09 p. m.,0.08,0,1.75,,4:57:29 p. m.,0.1,0.01,1.82,,0.088,0.006,1.772,,,,5:13:22 p. m.,0,0,,5:11:58 p. m.,0,0,,5:10:36 p. m.,0,0,,5:09:13 p. m.,0,0,,5:07:30 p. m.,0,0,,0,0,,0,0,,
5:05:22 p. m.,0.13,0.01,2.2,,5:03:49 p. m.,0.13,0.01,2.2,,5:02:00 p. m.,0.11,0.01,2.19,,5:00:11 p. m.,0.11,0.01,2.19,,4:57:31 p. m.,0.14,0.01,2.26,,0.124,0.01,2.208,,,,5:13:23 p. m.,0,0,,5:12:00 p. m.,0,0,,5:10:37 p. m.,0,0,,5:09:14 p. m.,0,0,,5:07:31 p. m.,0,0,,0,0,,0,0,,
5:05:24 p. m.,0.17,0.02,2.82,,5:03:50 p. m.,0.17,0.02,2.78,,5:02:01 p. m.,0.15,0.01,2.79,,5:00:13 p. m.,0.15,0.01,2.82,,4:57:33 p. m.,0.17,0.02,2.76,,0.162,0.016,2.794,,,,5:13:25 p. m.,26,54.17,,5:12:01 p. m.,0,0,,5:10:38 p. m.,26,54.17,,5:09:16 p. m.,26,54.17,,5:07:32 p. m.,26,54.17,,20.8,43.336,,21,43.34,,
5:05:26 p. m.,0.21,0.02,2.61,,5:03:52 p. m.,0.21,0.02,2.58,,5:02:03 p. m.,0.18,0.02,2.62,,5:00:14 p. m.,0.18,0.02,2.58,,4:57:35 p. m.,0.21,0.02,2.72,,0.198,0.02,2.622,,,,5:13:26 p. m.,0,0,,5:12:03 p. m.,22,45.83,,5:10:40 p. m.,22,45.83,,5:09:17 p. m.,0,0,,5:07:34 p. m.,0,0,,8.8,18.332,,9,18.33,,
5:05:28 p. m.,0.25,0.03,1.98,,5:03:54 p. m.,0.25,0.03,1.93,,5:02:05 p. m.,0.22,0.02,2,,5:00:16 p. m.,0.22,0.02,1.91,,4:57:36 p. m.,0.25,0.03,2,,0.238,0.026,1.964,,,,5:13:28 p. m.,0,0,,5:12:04 p. m.,0,0,,5:10:41 p. m.,0,0,,5:09:18 p. m.,0,0,,5:07:35 p. m.,0,0,,0,0,,0,0,,
5:05:29 p. m.,0.28,0.03,1.84,,5:03:56 p. m.,0.29,0.03,1.86,,5:02:07 p. m.,0.25,0.02,1.85,,5:00:18 p. m.,0.25,0.02,1.83,,4:57:38 p. m.,0.28,0.03,1.79,,0.27,0.026,1.834,,,,5:13:29 p. m.,0,0,,5:12:06 p. m.,0,0,,5:10:43 p. m.,0,0,,5:09:20 p. m.,0,0,,5:07:37 p. m.,0,0,,0,0,,0,0,,
5:05:31 p. m.,0.32,0.04,2.3,,5:03:57 p. m.,0.33,0.04,2.29,,5:02:08 p. m.,0.29,0.03,2.3,,5:00:20 p. m.,0.29,0.03,2.34,,4:57:40 p. m.,0.32,0.04,2.34,,0.31,0.036,2.314,,,,5:13:31 p. m.,0,0,,5:12:07 p. m.,0,0,,5:10:44 p. m.,0,0,,5:09:21 p. m.,0,0,,5:07:38 p. m.,0,0,,0,0,,0,0,,
5:05:33 p. m.,0.36,0.04,2.69,,5:03:59 p. m.,0.37,0.05,2.69,,5:02:10 p. m.,0.32,0.03,2.68,,5:00:22 p. m.,0.32,0.03,2.79,,4:57:42 p. m.,0.35,0.04,2.7,,0.344,0.038,2.71,,,,5:13:32 p. m.,0,0,,5:12:09 p. m.,24,50,,5:10:46 p. m.,26,54.17,,5:09:23 p. m.,0,0,,5:07:40 p. m.,0,0,,10,20.834,,10,20.83,,
5:05:35 p. m.,0.4,0.05,2.45,,5:04:01 p. m.,0.4,0.05,2.45,,5:02:12 p. m.,0.35,0.04,2.45,,5:00:23 p. m.,0.36,0.04,2.42,,4:57:43 p. m.,0.39,0.05,2.47,,0.38,0.046,2.448,,,,5:13:34 p. m.,0,0,,5:12:10 p. m.,0,0,,5:10:47 p. m.,0,0,,5:09:24 p. m.,27,56.25,,5:07:41 p. m.,26,54.17,,10.6,22.084,,11,22.08,,
5:05:36 p. m.,0.44,0.05,1.78,,5:04:03 p. m.,0.44,0.05,1.78,,5:02:14 p. m.,0.39,0.04,1.79,,5:00:25 p. m.,0.39,0.04,1.76,,4:57:45 p. m.,0.42,0.05,1.76,,0.416,0.046,1.774,,,,5:13:35 p. m.,26,54.17,,5:12:11 p. m.,0,0,,5:10:49 p. m.,26,54.17,,5:09:26 p. m.,26,54.17,,5:07:43 p. m.,26,54.17,,20.8,43.336,,21,43.34,,
5:05:38 p. m.,0.48,0.06,1.99,,5:04:05 p. m.,0.48,0.06,1.97,,5:02:15 p. m.,0.42,0.05,1.98,,5:00:27 p. m.,0.42,0.05,1.92,,4:57:47 p. m.,0.45,0.05,2.03,,0.45,0.054,1.978,,,,5:13:37 p. m.,0,0,,5:12:13 p. m.,0,0,,5:10:50 p. m.,0,0,,5:09:27 p. m.,0,0,,5:07:44 p. m.,0,0,,0,0,,0,0,,
5:05:40 p. m.,0.52,0.06,2.7,,5:04:06 p. m.,0.52,0.07,2.66,,5:02:17 p. m.,0.46,0.05,2.65,,5:00:29 p. m.,0.46,0.05,2.57,,4:57:49 p. m.,0.49,0.06,2.61,,0.49,0.058,2.638,,,,5:13:38 p. m.,0,0,,5:12:14 p. m.,0,0,,5:10:52 p. m.,0,0,,5:09:29 p. m.,0,0,,5:07:46 p. m.,0,0,,0,0,,0,0,,
5:05:42 p. m.,0.55,0.07,2.77,,5:04:08 p. m.,0.56,0.07,2.81,,5:02:19 p. m.,0.49,0.06,2.8,,5:00:30 p. m.,0.49,0.06,2.83,,4:57:50 p. m.,0.52,0.06,2.71,,0.522,0.064,2.784,,,,5:13:40 p. m.,0,0,,5:12:16 p. m.,0,0,,5:10:53 p. m.,0,0,,5:09:30 p. m.,0,0,,5:07:47 p. m.,0,0,,0,0,,0,0,,
5:05:44 p. m.,0.59,0.08,2.23,,5:04:10 p. m.,0.59,0.08,2.29,,5:02:21 p. m.,0.52,0.06,2.28,,5:00:32 p. m.,0.52,0.06,2.26,,4:57:52 p. m.,0.56,0.07,2.24,,0.556,0.07,2.26,,,,5:13:41 p. m.,0,0,,5:12:17 p. m.,0,0,,5:10:54 p. m.,0,0,,5:09:32 p. m.,0,0,,5:07:49 p. m.,0,0,,0,0,,0,0,,
5:05:45 p. m.,0.63,0.08,1.75,,5:04:12 p. m.,0.63,0.08,1.77,,5:02:23 p. m.,0.55,0.07,1.78,,5:00:34 p. m.,0.56,0.06,1.76,,4:57:54 p. m.,0.59,0.07,1.78,,0.592,0.072,1.768,,,,5:13:42 p. m.,0,0,,5:12:19 p. m.,25,52.08,,5:10:56 p. m.,1,2.08,,5:09:33 p. m.,27,56.25,,5:07:50 p. m.,26,54.17,,15.8,32.916,,16,32.92,,
5:05:47 p. m.,0.67,0.09,2.15,,5:04:13 p. m.,0.67,0.09,2.14,,5:02:24 p. m.,0.59,0.07,2.14,,5:00:36 p. m.,0.59,0.07,2.14,,4:57:56 p. m.,0.62,0.08,2.12,,0.628,0.08,2.138,,,,5:13:44 p. m.,0,0,,5:12:20 p. m.,0,0,,5:10:57 p. m.,0,0,,5:09:34 p. m.,27,56.25,,5:07:51 p. m.,27,56.25,,10.8,22.5,,11,22.5,,
5:05:49 p. m.,0.7,0.09,2.81,,5:04:15 p. m.,0.71,0.09,2.81,,5:02:26 p. m.,0.62,0.07,2.8,,5:00:37 p. m.,0.62,0.07,2.87,,4:57:58 p. m.,0.66,0.08,2.86,,0.662,0.08,2.83,,,,5:13:45 p. m.,0,0,,5:12:22 p. m.,0,0,,5:10:59 p. m.,0,0,,5:09:36 p. m.,0,0,,5:07:53 p. m.,0,0,,0,0,,0,0,,
5:05:51 p. m.,0.74,0.1,2.66,,5:04:17 p. m.,0.75,0.1,2.69,,5:02:28 p. m.,0.65,0.08,2.67,,5:00:39 p. m.,0.66,0.08,2.55,,4:57:59 p. m.,0.69,0.09,2.56,,0.698,0.09,2.626,,,,5:13:47 p. m.,0,0,,5:12:23 p. m.,0,0,,5:11:00 p. m.,0,0,,5:09:37 p. m.,0,0,,5:07:54 p. m.,0,0,,0,0,,0,0,,
5:05:52 p. m.,0.78,0.1,2.16,,5:04:19 p. m.,0.78,0.1,2.15,,5:02:30 p. m.,0.69,0.08,2.13,,5:00:41 p. m.,0.69,0.08,1.94,,4:58:01 p. m.,0.72,0.09,1.96,,0.732,0.09,2.068,,,,5:13:48 p. m.,0,0,,5:12:25 p. m.,0,0,,5:11:02 p. m.,0,0,,5:09:39 p. m.,0,0,,5:07:56 p. m.,0,0,,0,0,,0,0,,
5:05:54 p. m.,0.82,0.11,1.77,,5:04:20 p. m.,0.82,0.11,1.77,,5:02:31 p. m.,0.72,0.09,1.79,,5:00:43 p. m.,0.72,0.08,1.78,,4:58:03 p. m.,0.76,0.1,1.79,,0.768,0.098,1.78,,,,5:13:50 p. m.,5,10.42,,5:12:26 p. m.,0,0,,5:11:03 p. m.,4,8.33,,5:09:40 p. m.,0,0,,5:07:57 p. m.,0,0,,1.8,3.75,,2,3.75,,
5:05:56 p. m.,0.85,0.11,2.3,,5:04:22 p. m.,0.86,0.11,2.27,,5:02:33 p. m.,0.75,0.09,2.26,,5:00:45 p. m.,0.76,0.09,2.43,,4:58:05 p. m.,0.79,0.1,2.26,,0.802,0.1,2.304,,,,5:13:51 p. m.,25,52.08,,5:12:28 p. m.,26,54.17,,5:11:05 p. m.,26,54.17,,5:09:42 p. m.,0,0,,5:07:59 p. m.,0,0,,15.4,32.084,,15,32.08,,
5:05:58 p. m.,0.89,0.12,2.73,,5:04:24 p. m.,0.9,0.12,2.77,,5:02:35 p. m.,0.79,0.1,2.7,,5:00:46 p. m.,0.79,0.09,2.86,,4:58:06 p. m.,0.83,0.11,2.82,,0.84,0.108,2.776,,,,5:13:53 p. m.,0,0,,5:12:33 p. m.,1,2.08,,5:11:06 p. m.,0,0,,5:09:43 p. m.,0,0,,5:08:00 p. m.,0,0,,0.2,0.416,,0,0.42,,
5:05:59 p. m.,0.93,0.13,2.46,,5:04:26 p. m.,0.93,0.13,2.48,,5:02:37 p. m.,0.82,0.1,2.48,,5:00:48 p. m.,0.82,0.1,2.44,,4:58:08 p. m.,0.86,0.11,2.51,,0.872,0.114,2.474,,,,5:13:54 p. m.,0,0,,5:12:33 p. m.,0,0,,5:11:08 p. m.,0,0,,5:09:45 p. m.,0,0,,5:08:02 p. m.,0,0,,0,0,,0,0,,
5:06:01 p. m.,0.96,0.13,1.88,,5:04:28 p. m.,0.97,0.13,1.84,,5:02:38 p. m.,0.85,0.1,1.88,,5:00:50 p. m.,0.85,0.1,1.89,,4:58:10 p. m.,0.89,0.11,1.79,,0.904,0.114,1.856,,,,5:13:56 p. m.,0,0,,5:12:33 p. m.,0,0,,5:11:09 p. m.,0,0,,5:09:46 p. m.,0,0,,5:08:03 p. m.,0,0,,0,0,,0,0,,
